avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate,TARGET_deathRate
142,61,400.8,40213,34360,24,0,32.5,32,33.2,2.86,50.4,18.7,39.9,40.99102564,5.1,32.2,9.1,53.6,8.1,52.6,43.3,37.6,33.8,22.4,52.98358377,7.298720843,173.4
21,12,415.8,33324,3138,24.5,318.6743149,536.4,42.8,45.2,2.71,49.1,27.4,41.8,40.99102564,0,27.9,8.9,47.5,11.5,42.6,48.36990715,20.4,42.7,26.9,51.51515152,8.121019108,223.2
56,28,423.4,41207,8159,16.2,0,48.6,48,49.6,2.52,56.1,28.3,54.2,13.6,3.9,33.2,15.4,48.3,5.9,61.7,48.36990715,35.3,42.1,18.9,56.75931775,5.684931507,182.8
27,8,448,50698,5610,12.7,178.2531194,36.4,36.8,36,2.78,60.8,36,31.6,40.99102564,5.5,29.6,15.1,63.8,2.3,65.3,52,43.7,27.1,16.1,60.59837728,6.825657895,129.1
24,9,410.4,36992,3840,18.7,0,42.3,40.5,44.2,2.42,51.3,37.8,22.3,40.99102564,4.3,33.1,13.9,51.5,5.9,58,39.2,34.2,39.5,20.2,47.42962056,11.03752759,142.3
278,117,459.5,53872,55865,12.9,0,38.9,38.1,39.5,2.64,58.4,18.1,41.7,40.99102564,3.7,38.2,10.8,55.8,5.5,65.9,51.6,47.7,27.8,14.1,57.44026155,5.506783719,190.7
14477,5108,433.8,54230,4538028,17.3,391.3594187,32.8,32,33.6,2.88,47.2,19.9,30.5,40.9,8.8,23.3,18.9,63.2,7.5,54.7,47.6,42.8,27.5,19.8,46.91349545,6.028644456,161.4
314,129,429.7,48461,66746,17.1,344.589938,37.5,36.3,38.9,2.76,53.3,12.5,34.5,40.99102564,4.3,34,14,55.6,7.7,60.7,47.8,43.4,31.5,17.9,56.07321838,5.790913336,176.3
18,8,275.7,64182,6193,10.5,1291.781043,39.3,38.4,40.2,2.61,55.2,8,52.8,40.99102564,8.7,34.3,16,46,2.1,72.1,48.36990715,43.2,28.3,11.6,68.73940079,10.43307087,116.7
34,16,387.4,35607,5737,25.1,522.9213875,43.4,38.1,52,2.2,52.7,24.5,34.6,40.99102564,0,32.6,10.3,45.1,6.9,54,36.1,29.3,44.1,23.9,50.32822757,4.519119351,172.4
515,188,399.8,59569,194739,17.5,30.8104694,30.9,30.3,31.7,2.78,45.8,6.9,18.5,66.3,8.3,21.4,25.1,62.4,6.7,72.7,61.8,52.9,20.6,10.6,49.023794,4.207066557,149.5
16,8,411.7,66505,4264,8.9,0,34.4,35.2,34,2.77,68,24.3,20.1,40.99102564,18.5,25.8,19.9,53.94626661,3.7,64.3,48.36990715,40.8,23,9.4,65.89358799,5.503512881,189.7
499,215,457.8,40921,79545,20.2,0,43.4,41.4,44.8,2.61,54.7,13.8,48.2,40.99102564,3,34.3,11.5,48.1,7.8,54.3,48.36990715,33.4,39.3,21.8,55.24848892,5.769695505,190
2092,763,341,34368,842304,33.5,42.73991338,28.8,27.4,30.1,3.62,51,22.3,29,40.99102564,5.1,23.2,11.9,52.2,9.9,32.6,48.36990715,22.9,37.3,28.2,56.33534356,6.82588583,123
205,91,440.9,41521,34855,21.8,0,42.4,41.7,43,2.63,53.6,19.6,35.1,40.99102564,3.5,33.1,9.9,51.9,8.9,54,38.1,32.6,38.9,22,52.74376066,8.01384083,186.4
94,37,390.1,50124,23433,14.4,0,32.8,31.9,34.3,2.8,53.4,13.7,23.5,40.99102564,2.1,26.2,11.2,60.1,6.4,57.5,48.36990715,41.7,29.6,17.8,54.61738163,6.633380884,155.2
340,140,438.5,55472,55423,12.4,0,46.9,44.9,48.2,2.51,58.3,20.4,36.9,40.99102564,3,28.4,17.1,51,5,64.9,45.3,37.6,36.3,16,57.52914198,6.844366335,167.2
173,80,409.9,44076,36223,20.3,0,39.2,38,40,2.65,57.4,13,41.1,40.99102564,2.8,37.3,10.5,55.3,7.1,55.2,48.36990715,34.5,35,19.9,56.56596097,7.914410931,181.2
124,61,372.1,33698,22785,25.9,0,44.5,43.2,47.1,2.45,43.9,27.1,38.1,40.99102564,3.5,37.3,10.9,40.5,6.4,53.6,38.6,34.3,42.6,24.9,46.04772558,3.995098039,176.8
169,69,441.6,47299,37206,17.5,0,36.9,36.6,37.2,2.73,44.9,20.3,30.3,40.99102564,4,31.3,9.3,48,6.4,61.5,48,41.8,31.7,17.7,47.82259504,7.220420251,181.9
8,4,214.8,32086,3379,26.7,0,39.6,40.4,36.8,3.06,50.2,26.3,33.9,40.99102564,1.8,24.5,6.4,44.1,5.7,34.9,28,24.6,46,34.2,53.82231405,8.859060403,110.4
465,195,476.8,43385,89844,20.5,11.13040381,38,36.7,39.3,2.77,50.4,15.3,34.6,40.99102564,9.3,34.6,11,51.6,11.4,58.9,46,40.9,33.1,19,52.6920083,4.433836917,198.5
110,42,422.7,51508,21734,13.9,0,37.3,36.1,38.7,2.62,51.5,20.9,37.6,39.9,1.6,31.2,10.8,55.7,5.3,60.9,45.2,40.7,34.3,18.8,48.88513921,7.239057239,158.9
9,3,435.8,63054,1554,8.6,0,44.9,43.4,47.1,2.5,67,21.8,36.6,40.99102564,0,34.9,10.5,62.2,4.4,71.3,57.7,51.7,23.2,7.4,63.2218845,5.459770115,142.5
43,17,417.2,52030,8878,14.9,0,40.5,36.4,43.8,2.55,56.9,30.2,44.1,40.99102564,0.6,40.5,7.2,45.1,5.6,60.7,45,36.7,33,16.6,62.55361267,6.95970696,166.4
72,35,409.1,52185,14816,14.7,0,39,38.9,39.1,2.79,56.4,19.5,46.2,40.99102564,7.4,33.9,13.6,55.8,5.2,66.8,53.8,47.4,29.7,16.2,57.89782736,5.209698558,189.2
202,86,448.1,41017,35506,17.7,0,40.6,40,41.5,2.83,50.4,20.5,42.8,40.99102564,1.2,44,7,44.5,11.4,56.3,48.36990715,32.6,39,20.2,52.48578392,3.4164859,188.9
12,7,294.6,46364,2156,13.1,0,53.1,53.4,52.8,2.12,59.5,51.3,48.7,40.99102564,0,21.1,18.7,56.1,7.1,56.3,48.36990715,30.9,40.3,17.8,55.22971652,0,168
1195,510,445.6,41147,254308,21.2,55.05135505,35.9,35.1,37.1,2.53,43.6,17.2,34.8,42.1,5.8,33.3,13,51.7,8.8,54.7,43.3,38.8,33.1,20.5,41.36584844,5.814864465,187.7
22,12,385.1,36929,5200,22.5,0,36.7,31.5,44.1,3.09,48.4,31.5,20.3,40.99102564,0,30.2,9.3,44.5,16.5,48.4,35.1,30.7,37.9,20.6,55.45023697,17.26057906,202.2
153,72,353.8,46200,41382,20.2,0,34.6,32.9,36,2.97,50.7,35.5,35.3,40.99102564,4.7,34.1,7.3,53.8,6.6,53,38.6,35.6,33,20.1,51.71017427,8.130335207,164.6
675,276,444.7,55926,159990,13.3,37.5023439,36.7,35.8,37.6,2.84,57.1,19.2,37.6,40.99102564,4.8,31.7,12.4,58,7.3,61.2,48.36990715,45.6,26.8,16.5,59.80441464,6.554953179,185
95,41,420.3,41079,19970,23.4,0,39.2,36.5,44.5,2.26,42.7,34.5,41.1,40.99102564,1.7,39,7.2,29.7,4.2,56.4,48.36990715,31.5,39.8,21,53.54345054,5.620219488,179.9
71,31,424.2,43986,14975,22.3,0,35.5,33.8,41.1,2.83,43,37,34.7,40.99102564,3.1,36.3,10,43.6,4.8,59.2,45.9,39.8,38.3,21.3,48.20143885,9.297604547,178.1
171,63,385.2,77764,40384,8.3,0,43.6,42.2,45,2.72,60,19.7,33.3,40.99102564,4.7,21.1,26.7,55.9,4.5,75.6,48.36990715,43.5,28.3,11,61.07585596,3.026544282,132.7
336,152,411.2,44113,50955,17.6,98.12579727,47.9,45.7,49.7,2.38,50.7,19.6,40.1,40.99102564,1.4,27.8,18.4,49.4,8,58.3,37.6,29.1,42.5,19.2,48.39043119,5.271431566,166.3
28,15,376.8,38750,4388,18.5,0,52.8,52,54.6,2.22,55.6,15.5,38.9,40.99102564,10.6,35.4,12.7,55.5,7.6,56.3,48.36990715,25,40.7,16.7,51.75879397,6.469002695,183.1
18,11,297.2,39335,3549,21,0,44.9,40.8,47.3,3,56.7,24.9,38.1,40.99102564,2.4,27.9,11.1,41.3,13.2,52.7,39.4,29.6,33.9,16.3,55.69972196,0,179
130,48,445.2,40884,31857,22.8,0,28,26.6,30.7,2.76,40.2,13.8,12.2,40.99102564,11.9,22.1,16.9,53.6,11.7,56.6,44.2,39.3,31.5,18.7,42.6645883,5.244100387,164.1
19,10,352,36929,3860,21.3,0,40.9,39.3,43.1,2.55,52.3,23,40,40.99102564,0,37,12.1,52.6,7.1,56,38.8,29.7,39.3,21.7,49.33890049,4.12371134,165.2
292,120,469.5,41009,49440,18.6,323.6245955,40.3,37.8,42.1,2.56,52.9,23.3,22.5,40.99102564,4.7,34.7,10.7,53.7,7.4,55.7,41.8,36.1,37.1,21.5,51.53474193,5.292201918,187.3
61,32,373.6,37111,13385,22.6,2689.577886,36.1,32.9,38.7,2.78,54.5,26.4,30.7,40.99102564,2,30.5,11.6,55.8,6.2,48.4,38.2,31.8,38.5,26.4,53.44295992,6.74955595,183.6
100,55,411.8,50699,20588,14.4,0,40.8,40.7,40.9,2.66,59.4,32.9,37.7,40.99102564,1,25.8,14.1,51.6,8.6,64.4,44.3,28.4,33.9,14.5,59.05396402,4.398148148,215
21,9,307.1,38012,7631,28.1,0,31.7,33.4,28.8,3.19,47,28.5,34,40.99102564,1.8,32.7,10.1,42.9,8.1,41.2,23.4,21.1,41.8,27.5,49.9238965,11.31436314,135.7
121,47,414.2,47041,19836,13.8,0,44.9,43.7,45.6,2.48,60,21.8,33.3,41.5,3.5,41.6,11.9,57.6,4,66.4,50.6,42,32.4,16,57.84962992,5.642384106,148.2
74,31,365.5,52895,16898,13,0,39.9,39.1,42.1,2.69,52.8,28.5,36.3,40.99102564,1.8,39.1,12.3,57.9,5.7,65.6,49.9,40.4,31.3,15.7,56.78785857,8.291032149,143.4
101,54,405,45159,17086,13.5,0,44.9,44.6,45,2.72,52.7,21.2,42.3,35.4,1,36.2,12,49.5,7.5,54.8,38.1,30,41.5,23.3,51.74210355,8.203125,205.4
309,152,401.7,47123,79654,17.4,0,36.4,35.9,37,2.82,51.5,23.6,38.8,40.99102564,0.7,38,6.7,46,11.5,53.5,44.5,41.4,32,20.9,56.02906908,6.112482007,203.2
127,60,432.2,37256,23320,19.6,0,39.3,37.3,42.3,2.77,48.9,27.5,43.6,40.99102564,1.2,35.7,9.9,50.3,8.2,50.8,48.36990715,30.2,39.8,22.7,51.02671945,4.700402287,201.8
12,4,318.9,60810,3569,10.6,280.1905296,34.4,31,39,2.87,56.4,21.7,34.6,42.5,1.2,37.2,14.2,62.1,5,67.6,54.4,45.9,22.6,10.3,58.43071786,10.1488498,106.1
52,24,316.6,51481,12229,15.5,0,42,39.9,45.1,2.78,50.6,27.6,43,27.6,1.8,36,9.9,42.8,4.3,61.7,48.36990715,43.6,31.3,14.7,53.79832387,10.60674157,147.1
149,68,395.8,45096,19796,14.9,0,56.3,55.8,56.8,2.21,59,16.6,42,40.99102564,4.6,27.2,19.4,44.1,5.8,59,35,28.1,47.8,21.4,55.48879131,5.130927105,168.7
1107,425,430,45719,299453,17.7,153.6134218,30.6,29.3,31.9,2.59,43.5,9.4,18.9,40.99102564,10,25.9,17.4,62.2,6.2,63.8,48.36990715,44.8,28.2,16.6,43.3262042,5.340021423,163.7
21,11,303,41589,5724,18.3,0,37.4,36.6,38.7,2.62,54.7,14.5,43.4,40.99102564,3.9,31.9,12.5,54.7,10.9,49.6,38,32,39.1,24.4,50.63985375,3.301127214,154.4
51,24,430.6,39649,8341,18.9,0,44.2,40.8,45.7,2.59,55.8,11.6,59.4,40.99102564,1.4,31.3,10.7,56.5,4.3,58.2,37.6,33.7,41.8,22.3,53.16375199,3.525835866,186.9
1034,447,432.6,43488,245671,19.7,85.48017471,32.9,31.6,34.3,2.68,46.6,12,24.9,40.99102564,8.8,27.9,14.6,57.3,6.2,62.4,49.7,44.4,31.2,17.9,47.32220033,4.887587132,181.6
60,26,403,39030,14065,21.5,0,35.1,31.7,43.5,2.32,43.3,40.8,35.5,40.99102564,1.9,36.8,7.8,35.3,5.7,57.4,42.3,38.1,37.4,18.7,50.32759039,8.393501805,165.3
71,35,423.4,34452,10160,23.1,0,49.1,49.4,48.5,2.26,55.1,19.8,37.5,40.99102564,5.9,37.6,8.7,45.7,8,50,35.3,29.9,42.9,22.1,51.3107775,1.660795169,205
16,7,331.3,61896,5641,12.5,0,31.9,31.5,33.6,3.18,50.7,38.9,32.4,40.99102564,3.1,35.5,13,60.9,3.5,59.9,51.9,47.4,21.3,12.5,54.23312883,2.11038961,153.2
22,13,307.6,42820,4032,14.8,0,50.5,48.2,53.2,2.37,55.7,30.9,41.3,27.8,0,34.7,15.3,58.2,6.8,54.4,34.9,21.2,38.1,17.7,51.98366394,3.900156006,187.2
181,72,420.8,41587,36770,22.1,0,37.2,36.5,38.2,2.7,50.4,20.2,49,40.99102564,2,35.4,11.7,56.2,6.4,52,40,36.3,35.7,22.2,49.71603647,8.922207202,166.6
168,71,355.1,32248,57706,26.5,0,29.9,27.8,31.1,3.48,52,25.7,32.6,40,1.8,22.4,7.7,53.94626661,13.1,36.4,48.36990715,28,34.8,24.6,57.09918902,8.605012198,150.2
178,82,343.3,53440,48417,14.3,0,38.5,36.5,40.3,2.98,54.3,25.4,33.3,39.5,1.9,31.9,13.2,52.4,6.6,65.2,48.9,42.3,33.6,16.7,58.77796327,9.143368819,155.6
11,7,279.3,32580,2164,22.7,0,45.7,45.4,46,2.25,59.5,24.5,63.2,12.3,0,30.3,8.8,47.1,8.3,49.5,29.8,22.1,43.3,19.4,51.94532072,3.712871287,173.9
520,197,388.7,74811,161077,9.9,80.70674274,32.1,31.1,33,2.83,53,18.3,37.4,40.99102564,6.9,23.6,18.3,67.8,3.4,67.6,56.8,51,20.5,10.3,51.81577454,7.101472818,148.3
142,72,429.4,41849,24513,18.3,0,41.4,38.9,42.9,2.56,51.3,30.5,42.8,22.5,4.2,37.5,12.3,48.5,9.6,63,42.8,37.2,38.8,18.4,48.81232613,3.708958249,206.1
30,12,369.1,38564,4900,17.1,0,45.5,45.3,45.7,2.55,62.2,25.1,24,40.99102564,9.1,26.8,14.7,50,3.6,68.4,47.2,41.3,35.7,13.1,58.54978355,1.503759399,135.8
43,21,434,41363,9067,20.7,0,35.5,32.3,42.9,2.45,45.9,41.7,32.3,40.99102564,1.8,33.4,8.5,38.4,5.5,63.6,48.36990715,38,29.9,13,56.62913186,2.90368272,211.8
119,59,434.5,48996,19262,14.8,0,43.6,43,44.6,2.39,57.3,20.7,40.2,40.99102564,3.7,34.1,11.5,52.5,6.6,57.5,41,35.8,34.2,14.8,52.666999,8.863294942,209.9
1929,709,438.1,70929,537559,10.9,68.82965405,36.4,35.5,37.3,2.88,56.3,20.3,32.8,40.99102564,7.4,24.3,21.7,53.94626661,6.1,68.4,58.2,51.8,23.3,13.5,58.84967501,6.062213529,164.9
75,32,407.5,42839,22255,14.6,0,31.1,30.2,31.6,3.21,59,31,29.7,40.99102564,1.4,26.1,9.5,67.4,4.1,59.4,50.7,46.5,26.8,18.1,63.00594806,10.43646945,179.8
75,35,425,37954,12516,18.6,1518.056887,43.3,42.2,44.3,2.53,55.2,27.7,28.8,40.99102564,0.5,34.7,9.4,45.3,12.7,56.7,37.1,33.9,42.4,21.5,53.67379895,8.245481928,196.3
273,116,443.5,38895,65664,22.7,0,30.2,29.5,30.6,2.52,43.9,9.1,16.4,40.99102564,5.1,28.1,15,53.6,8.6,58.2,45.5,34,29.3,17.2,44.56630944,4.912890034,185.9
242,113,442.2,43091,48323,20.3,0,38.2,36.6,39.1,2.7,51.5,21.8,36.6,40,1.6,30.5,10.8,54.4,10.9,51.7,40.8,36,37.2,23.5,51.01562053,7.936654936,201.9
62,35,350,39135,13986,20.2,0,41.6,40.2,43.4,2.88,42.7,27.1,39.7,31,2.2,50.1,4.6,42.4,12.1,58.5,48.36990715,30.2,37.1,18.1,46.42487047,4.995038042,200.7
81,36,427.3,38742,15107,17.9,0,37.9,34.9,42.1,2.62,49.7,17.3,51.6,28.1,3.1,34.8,8.9,54.9,7.7,54.5,39.6,35.3,37.9,21.2,46.70476871,7.608695652,187.7
1403,577,400.2,51222,359715,16.8,102.859208,34.9,33.8,36.1,2.72,46.1,16.4,33.6,40.99102564,8,28.2,12.9,59.7,6.6,56.2,45.2,39.4,33.7,21.6,44.7998424,5.753453598,163.6
40,18,438.4,61773,10747,10.7,0,31.7,30.7,32.6,2.86,56.3,29.6,37.3,40.99102564,1.3,29.3,10.5,66.9,5.2,61,51.6,45.9,22.9,14.6,55.46536797,9.821782178,198.4
10,4,469,54458,2069,15.6,0,32.4,23.7,40.2,2.52,53.7,28.9,42.6,28.4,0,19.6,20.2,50.1,7.4,70.3,52.2,45.5,33.9,15.8,64.53125,8.831908832,181.3
453,188,484.3,48834,84260,16,0,38.1,37,39.5,2.57,53.3,17.1,42.3,40.99102564,2.3,40,10.4,54.7,8.4,62.8,48.36990715,42.1,31.7,17.3,51.46315592,5.470997437,200.1
164,66,466.6,40862,27895,18.6,0,41.2,39,42.6,2.62,51.8,24.3,49,40.99102564,1.8,37,10.6,51.4,8.3,52.2,38,31.9,37.2,21.5,49.61181594,4.602721317,183.7
119,55,410,48822,23766,15.5,0,38,37,38.8,2.63,52.5,16.4,24.1,55.9,3.6,32.5,8.9,53.94626661,5.7,63,48.36990715,42.2,31.6,16.3,52.44872801,5.157593123,187
575,218,456.8,67655,126042,9.9,23.80158995,39.6,38.5,40.5,2.78,58.3,16.6,35.2,40.99102564,4.6,26.9,18.5,53.94626661,6.1,69.8,48.36990715,47.2,26.3,13.4,62.21920946,4.839289566,176.4
38,14,387.8,41813,9749,14.6,0,32.5,31.5,34,3.08,54,26.8,41.1,40.99102564,6.9,30.4,10.7,63,3.6,55.5,46.6,40.6,28.1,19.4,58.03349876,7.023108292,142.1
51,19,323.1,44817,16203,17.8,0,35.8,36,34.3,3.17,49.4,30,34.1,40.99102564,7,35.2,6.6,52,4.8,64.1,54,50.7,23.9,12.7,55.31228394,5.522288756,129
341,139,522.6,41401,46972,18.5,0,43.5,42,45.8,2.4,51.5,27.1,35.8,34.3,2.8,37.7,8.2,43.2,10,51.4,37.5,32.6,41.7,24.4,50.54919908,7.024390244,215.6
528,212,461.8,38224,121802,21.5,771.7443063,33.3,32.9,33.5,2.68,43.5,21.2,33.9,40.99102564,3.9,27.8,10.3,58.2,5.3,52.5,42.6,38.2,31.7,20.8,42.21898351,7.014170761,185.1
21,7,211.1,34258,6876,21.8,0,41,38.9,42.3,0.0277,54.7,59,27,40.99102564,2.8,17.3,14,47.6,9.6,35.2,28.9,25.2,36.1,22.7,49.7342445,6.324110672,66.3
71,29,428.5,47834,11161,14.9,0,47.6,46.2,48.3,2.61,54,22.4,37.9,38.4,1.3,39.5,7.4,49.6,7.9,55.2,48.36990715,33.6,41.5,21.2,53.74910736,7.18503937,175.1
539,202,428,64636,130269,9.7,38.382117,35.4,33.9,37,2.55,53.9,11.3,24.9,40.99102564,6.7,22.1,20.4,66,3.9,73.4,60,53.2,25,12.1,53.33401681,5.145852764,160
11,4,359.8,62376,3792,11.2,0,35.9,35.8,37.1,2.93,63.1,12.5,60.2,40.99102564,6.3,37.1,8.1,65.1,2.2,56.2,47,39.3,18.3,10.1,60.23007395,3.469640644,133.1
20,10,325.4,37294,3307,18.7,0,54.1,53.5,55.6,2.65,55,48.6,14.2,40.99102564,0,28.6,16,34.9,12,46.3,48.36990715,21.7,49,22.9,56.37254902,11.23809524,166.8
83,41,434.6,34340,12455,20.1,80.28904055,44.6,42.4,47.1,2.38,49.6,18.3,40.8,40.99102564,1.9,39,10.3,45.8,7.2,53.9,36.7,28.5,42.5,21.9,45.45804465,1.546003017,201.1
47,20,345.2,39006,14732,24.8,0,35.6,34.5,39.1,3.06,44.7,25,48.4,40.99102564,0.1,25.8,8.5,41.8,6.7,53.9,48.36990715,39.9,35.3,23.4,50.45748116,8.634992459,148.3
54,23,522.1,43654,7289,16.9,0,42.7,39.6,44.4,2.59,51.1,23.4,28.6,40.99102564,2.9,35.9,6,53,6.7,58.5,40.9,36.4,38.7,19.9,47.98401744,8.271186441,217.1
91,37,419.5,43194,16659,19,0,40.9,39.3,43.3,2.69,49,19.5,37.6,40.99102564,0,37.5,12.1,52.1,9.2,55,48.36990715,33.5,38.1,22,49.2497939,4.658564815,169
62,27,423,38607,10551,18.1,0,41.9,40,44.3,2.76,51.1,21,46.6,25.8,6.7,38.8,13.3,52,3.4,58.9,42.7,37.1,37.7,20.2,52.36294896,3.956148713,174.2
242,108,399.9,46427,53070,16.6,18.8430375,38.5,38.1,39,2.75,47.6,23.8,34.5,39.4,2.3,33.7,9.9,50,4.9,56.4,45,39.7,32.5,19.6,51.25894215,6.74359899,174.4
81,38,423.1,35701,10368,19,0,50.4,50.6,50.2,2.73,49.5,21.1,44.6,40.99102564,0,44.8,7.7,33.9,12.1,47.7,48.36990715,18.6,51.5,24.8,51.19894598,5.158324821,199.9
53,28,369.6,32826,8473,23.9,0,47.8,46.8,48.5,2.93,44.3,17.2,58.9,40.99102564,0,42.9,7.1,31.2,16.3,43.9,23.2,15,47.4,25.6,48.0222068,5.389980977,182.2
161,77,464.5,43087,27413,18.6,0,43.6,42.6,44.5,2.84,55.5,34.6,45.5,20,0,45,8.1,46.5,12.6,54.2,38.5,35.7,39.9,21.6,56.15238497,5.042979943,215.4
306,139,443.3,51958,67357,15.8,0,35.5,34,36.9,2.87,51.5,22.5,39.2,40.99102564,2.8,31.1,10.3,57,5.2,58.1,46.9,42.6,31.4,19,53.95285545,8.977719528,202.5
28,14,335.8,38000,5901,20.3,0,42.1,39,48.1,2.45,50.1,26.7,29,40.99102564,7.8,30.7,10.8,48.2,4.9,64,44.3,39.2,38.3,18.2,48.96519285,6.763787721,153.9
15,7,412.8,50361,3211,13.6,0,35.5,36.2,35.1,3,59,5.4,44.5,40.99102564,9.2,23.6,14.2,63.6,4.1,59.5,48.8,45.8,25,12.4,57.63500931,5.007153076,205.8
87,39,467.2,56444,17615,14.1,0,36,35.7,37.1,2.65,53.3,18.6,36.2,40.99102564,4.8,30.7,10.1,55.3,3.3,64.9,48.36990715,42.5,31.4,17.4,57.2702332,5.812641084,203.5
18,9,382.6,55130,3350,13.1,0,43,40,44,2.42,61.3,14.1,58.2,40.99102564,0,33.9,18.5,56.6,3.8,62.1,45.2,34.7,34.7,15.9,55.91866376,5.483405483,182
122,60,403.3,35772,25402,22,39.36697898,36.9,36.3,38.2,2.72,48,26.9,30.9,33.6,8.6,35.7,9.6,52,7.9,48.7,38.3,31.7,36.2,22.3,47.5308642,9.509579891,193.9
9,6,275.6,49309,3072,13.4,0,38.3,39.8,37.2,3.07,60.7,19.3,31.3,40.99102564,3.4,27.9,16.1,63.5,3.7,61.1,49.7,39.1,24.6,14.2,63.18458418,9.116409537,178.8
1007,382,429.6,45363,222936,18.1,529.2998888,36.1,34.5,37.4,2.7,50.2,14.7,28.3,40.99102564,9.4,25.6,17.1,53.94626661,7.2,60.9,48.36990715,41.8,31.2,17.7,50.1637513,5.87592919,157.5
43,18,425.4,51733,8739,12.1,0,40.6,40.6,40.5,2.45,58.9,16.9,35.7,39.4,8,26.3,15.9,56.5,2.1,63.3,50,43.3,27.5,12.5,57.50147667,9.165808445,168.2
185,70,356.3,26699,63795,35.4,0,29.1,27.6,30.8,3.84,47.3,24,32.5,40.99102564,3.9,22.2,6.6,47.6,13.8,23.4,48.36990715,17.2,42.2,31.2,54.15298854,5.949245101,136.5
60,28,457.8,44110,9440,20.8,0,39.3,38.1,42.9,2.55,55.7,36.8,34.9,28.3,0,35,14.2,50.2,3.9,54.6,48.36990715,30.6,35.8,18.9,55.78764143,5.472636816,211.3
9,5,355.4,42780,1410,15.5,0,49,45.3,52.4,2.35,62,9.1,36.4,40.99102564,0,37.5,11.4,52.5,6.9,56.1,32.7,27.7,46.7,23,56.89655172,11.51832461,172.6
17,7,350.1,60435,3913,13.2,0,35.1,37.5,34.2,2.66,66.6,24.9,39,40.99102564,0,28.2,16.2,59.8,4.3,60.5,48.3,45,22,9,65.40540541,6.41025641,138.2
37,15,374.1,37527,7533,20.9,0,36.1,34.5,37.8,2.73,54.8,20.3,52.8,40.99102564,0,35,11.2,46.8,6.4,55.8,42.5,36.4,40,25.3,57.40169622,7.342657343,133.2
6894,2471,441.1,58127,1982498,15.2,153.8463091,34,33,34.8,2.81,49.4,16.2,31.6,43.5,8.7,23.8,20.6,63.9,6.9,62.7,48.36990715,47.5,25.1,16.4,49.65468721,5.979489664,164.3
573,252,419.8,45559,136051,15.9,169.0542517,32,30.8,33.3,2.59,48.1,9.7,31.3,40.99102564,6.5,29.1,16.8,57.9,5.9,63.8,48.36990715,37.1,31.4,16.6,48.06370766,6.232108779,178.2
60,26,424.4,38752,12739,21.2,0,34.3,32.5,36.3,2.86,43.9,35.3,31.1,40.99102564,2.5,29.5,8.7,49.7,6.5,46.4,48.36990715,30,40.5,25.7,47.60257044,2.46365105,178.9
13,6,441.6,43618,1579,14.2,0,49.6,50.1,49.4,2.17,56.3,15.7,54.2,40.99102564,6,31.3,17.2,53.8,2.6,56.4,48.36990715,28.6,40.5,20.1,50.64194009,7.986111111,200.7
120,49,385.4,40680,32623,20.6,0,33.8,33.5,34.2,3.08,53,18.3,39.7,39,3,29.4,9.8,57.6,7.5,54.7,48.36990715,38.4,33.4,21,56.88748686,6.467919637,155.8
532,199,443,45261,118105,15.6,0,33.9,32,35.6,2.54,46.6,10.8,35.3,40.99102564,8,30.3,14.7,56.7,4.7,63.2,47.8,38.9,31.2,15.3,46.5242265,5.508398049,159.3
113,46,500.3,36645,14402,19.9,0,47.7,47.2,48.4,2.69,49.1,22.8,38.7,40.99102564,2.4,41.9,8.1,41.6,9.9,52.2,34.9,30.5,43.1,23,47.17370892,2.844950213,190.7
115,56,384.2,40442,21347,19.3,0,42.8,38.5,46.8,2.39,53.5,33.3,40.6,40.99102564,1.8,41.8,7.7,40.8,11.5,59.2,39.8,35.2,41.8,19.1,55.60993976,6.233421751,188.1
207,92,424.5,46346,40603,14.6,0,40.5,38.3,42.4,2.85,55.3,19.5,37,40.99102564,2,32.6,10.4,53.3,7.9,60.5,46.6,41.7,33.3,17.2,59.71540017,5.176056338,186.3
12,6,313,55918,3651,14.3,0,31.9,33.5,30.7,2.75,60.6,20.8,44.5,40.99102564,2.8,39.4,6.7,54.3,4.3,57,45.7,44,27.4,15.8,58.66885785,10.47120419,166.7
102,48,342,37933,27245,22.1,0,34.1,32.6,36.2,3.13,45.8,12.4,37.2,40.99102564,4.8,23.2,11.3,53.3,8.1,49.4,38.7,33.9,37.2,23.9,49.3301719,10.31353135,152.7
176,70,367.2,41437,48988,22.2,0,31.7,30.4,34,3.2,51.9,23.7,35.5,40.99102564,9.2,26.6,12.8,50.4,9.3,49.5,39.9,32.4,34.5,22.5,56.43678161,6.376628075,143.9
302,133,424.9,43377,53547,15.9,0,43.5,42.4,44.4,2.79,52.5,26.8,36.4,40.99102564,1.5,35.4,10.3,52.1,6.1,56.2,41.5,36.3,36.5,18.9,55.59017891,6.531059017,182.9
